ensgid	H_Cre_Ctrl_1	H_Cre_Ctrl_2	H_Cre_Ctrl_3	H_Cre_Ctrl_4	H_K2K4_DKO_1	H_K2K4_DKO_2	H_K2K4_DKO_3	H_K2K4_DKO_4
ENSMUSG00000103072.1	1	0	0	2	0	0	1	0
ENSMUSG00000042197.13	1939	1940	2291	2359	2673	2107	7540	2814
ENSMUSG00000081402.4	1	0	0	0	0	0	0	0
ENSMUSG00000042182.16	12	15	10	21	17	10	65	12
ENSMUSG00000104416.1	0	1	0	1	3	0	4	0
ENSMUSG00000026131.20	29315	28831	31187	32173	37786	39614	167023	41769
ENSMUSG00000103596.1	2	0	2	5	4	2	6	6
ENSMUSG00000099382.1	0	0	1	1	0	0	0	0
ENSMUSG00000084506.1	0	0	0	0	0	0	0	0
ENSMUSG00000103364.1	179	171	199	158	321	319	1336	345
ENSMUSG00000105982.1	1	7	6	5	5	2	17	4
ENSMUSG00000096992.3	223	209	268	262	379	315	1576	369
ENSMUSG00000103001.1	43	35	33	22	47	74	217	63
ENSMUSG00000104397.1	0	0	0	0	2	0	0	0
ENSMUSG00000102839.1	0	0	0	0	0	2	0	0
ENSMUSG00000101206.1	2	0	0	0	5	1	14	2
ENSMUSG00000101462.2	5	4	10	13	21	4	48	14
ENSMUSG00000102336.1	216	183	227	208	174	171	755	195
ENSMUSG00000092852.1	0	0	0	0	0	0	0	0
ENSMUSG00000042111.9	218	236	251	201	268	256	1104	282
ENSMUSG00000101711.1	2	3	0	2	4	3	13	2
ENSMUSG00000026127.13	892	955	932	824	1034	922	3727	1078
ENSMUSG00000026126.15	79	88	113	98	128	118	483	152
ENSMUSG00000100280.2	3	3	5	4	7	6	14	8
ENSMUSG00000101223.6	2	4	4	7	5	2	14	4
ENSMUSG00000026125.9	1	0	0	1	0	0	0	0
ENSMUSG00000101116.1	0	0	0	0	0	0	0	0
ENSMUSG00000026124.4	0	0	0	0	0	0	0	0
ENSMUSG00000101803.1	0	1	0	0	0	0	0	0
ENSMUSG00000037529.13	0	0	0	0	0	0	0	0
ENSMUSG00000045815.4	0	4	0	0	0	1	0	3
ENSMUSG00000045174.10	0	0	0	0	0	0	2	2
ENSMUSG00000100524.1	0	0	0	0	0	0	0	0
ENSMUSG00000102499.1	0	0	0	0	0	0	0	0
ENSMUSG00000103521.1	0	0	0	0	0	0	2	0
ENSMUSG00000104098.1	0	0	0	0	0	0	0	0
ENSMUSG00000037509.21	84	72	80	80	78	61	242	68
ENSMUSG00000102537.1	0	0	0	0	0	0	1	2
ENSMUSG00000102612.1	0	0	0	1	0	1	0	1
ENSMUSG00000118272.1	0	0	0	0	0	0	0	0
ENSMUSG00000104002.2	48	47	59	42	40	39	134	43
ENSMUSG00000037503.12	4488	4499	4437	4274	5264	4261	17906	5400
ENSMUSG00000104358.1	124	96	139	158	119	99	434	125
ENSMUSG00000026123.11	637	688	613	649	780	686	2734	743
ENSMUSG00000103716.1	0	0	3	0	0	0	0	0
ENSMUSG00000103548.1	2	1	3	2	2	2	2	0
ENSMUSG00000103760.1	0	0	0	0	0	0	0	0
ENSMUSG00000103997.1	0	0	0	0	0	0	0	0
ENSMUSG00000077231.1	0	0	0	0	0	0	0	0
ENSMUSG00000104417.1	0	0	0	0	0	0	0	0
ENSMUSG00000064601.1	0	0	0	0	0	0	0	0
ENSMUSG00000101714.1	0	0	0	0	0	0	0	0
ENSMUSG00000102531.1	0	0	0	1	0	0	0	0
ENSMUSG00000103096.1	0	0	0	0	0	0	0	0
ENSMUSG00000102279.1	0	0	0	0	0	0	0	0
ENSMUSG00000103708.1	1	1	0	0	1	0	1	0
ENSMUSG00000104201.1	0	0	0	0	0	0	0	0
ENSMUSG00000102434.1	0	0	0	0	0	0	0	0
ENSMUSG00000045216.7	380	421	486	377	413	395	1568	464
ENSMUSG00000104523.1	0	0	0	0	0	0	0	0
ENSMUSG00000102202.1	49	47	53	36	41	33	107	27
ENSMUSG00000037470.14	4054	3876	3971	3910	5966	4790	17592	6155
ENSMUSG00000098752.1	0	0	1	0	1	2	1	2
ENSMUSG00000047180.8	799	760	1205	991	1694	1893	7372	2388
ENSMUSG00000037447.16	6571	6928	10882	5930	7318	7542	36654	7898
ENSMUSG00000102762.1	64	46	113	51	77	47	212	51
ENSMUSG00000010453.12	2019	2140	2091	1868	2022	1784	6817	1926
ENSMUSG00000098680.1	0	0	1	2	5	1	14	1
ENSMUSG00000037432.15	59	57	60	66	42	53	153	63
ENSMUSG00000001143.13	268	265	241	292	322	258	861	283
ENSMUSG00000037408.10	308	375	445	310	446	481	1973	546
ENSMUSG00000104316.1	70	68	123	69	68	33	150	48
ENSMUSG00000106081.1	0	0	0	0	0	0	0	0
ENSMUSG00000001138.13	426	453	372	339	342	294	1112	373
ENSMUSG00000102845.1	0	0	0	0	0	0	0	0
ENSMUSG00000067653.12	58	99	48	75	34	31	130	26
ENSMUSG00000109510.1	0	0	0	0	0	0	0	0
ENSMUSG00000079610.9	184	210	216	193	179	148	550	178
ENSMUSG00000026121.13	2110	2124	2808	1891	2189	2996	12284	2804
ENSMUSG00000087589.3	238	275	263	232	190	194	745	198
ENSMUSG00000046337.17	15	18	24	14	10	8	25	9
ENSMUSG00000089906.1	0	0	0	0	0	0	0	0
ENSMUSG00000077939.1	0	0	0	0	0	0	0	0
ENSMUSG00000061518.11	286	335	333	308	286	496	1873	604
ENSMUSG00000037351.9	2170	2287	2158	1760	2495	2547	10269	2859
ENSMUSG00000102416.4	0	2	1	0	2	4	9	2
ENSMUSG00000104237.1	0	0	0	2	0	0	1	0
ENSMUSG00000026117.10	5	7	10	8	3	4	55	7
ENSMUSG00000097291.1	1	2	0	1	0	0	1	0
ENSMUSG00000026116.11	2322	2385	2560	2522	3020	2694	10695	2833
ENSMUSG00000103016.1	9	5	8	9	7	12	35	6
ENSMUSG00000102930.1	92	79	101	95	98	85	277	86
ENSMUSG00000103159.1	111	97	144	137	141	123	402	119
ENSMUSG00000080054.3	0	0	0	0	0	0	1	0
ENSMUSG00000095944.1	0	0	0	0	0	0	1	0
ENSMUSG00000050122.19	11	11	11	7	10	5	27	9
ENSMUSG00000103603.1	2	0	0	0	0	0	0	0
ENSMUSG00000026114.14	2	9	6	13	3	0	3	0
ENSMUSG00000102231.1	0	0	1	1	0	0	5	0
ENSMUSG00000026113.17	1133	1094	1196	1038	1030	848	3032	933
ENSMUSG00000086064.1	14	23	13	25	7	12	40	10
ENSMUSG00000102879.1	7	6	14	10	5	8	16	10
ENSMUSG00000026112.7	1130	1085	982	1111	1319	1116	3997	1369
ENSMUSG00000026111.15	833	798	753	787	838	762	3172	883
ENSMUSG00000026110.15	4463	4700	4931	4955	9782	11664	51105	11534
ENSMUSG00000103948.1	84	70	112	112	176	221	944	215
ENSMUSG00000087233.1	3	8	12	5	4	12	85	13
ENSMUSG00000026090.16	41	51	48	37	82	190	863	112
ENSMUSG00000089767.1	0	0	0	1	1	0	13	4
ENSMUSG00000104365.1	0	0	0	0	0	0	0	0
ENSMUSG00000102650.1	0	0	0	1	2	1	1	1
ENSMUSG00000060771.15	159	162	157	158	217	163	706	214
ENSMUSG00000097268.1	3	5	2	4	4	1	4	1
ENSMUSG00000037216.5	45	36	37	27	33	23	91	46
ENSMUSG00000026088.15	505	444	505	582	816	559	2004	728
ENSMUSG00000026087.11	509	607	594	552	645	603	2469	745
ENSMUSG00000061584.6	2	1	3	1	4	0	6	3
ENSMUSG00000087374.1	0	0	0	0	0	0	1	0
ENSMUSG00000026085.11	0	0	0	1	0	0	0	0
ENSMUSG00000089141.1	2	1	0	0	2	1	1	1
ENSMUSG00000058407.12	952	1020	887	932	1276	1118	4638	1445
ENSMUSG00000026083.12	944	1082	1155	1250	1516	1293	5289	1585
ENSMUSG00000026082.11	829	798	826	810	843	735	2803	858
ENSMUSG00000103804.1	29	29	21	26	17	21	66	18
ENSMUSG00000102716.1	0	0	0	0	0	0	0	0
ENSMUSG00000037138.18	40	50	57	66	29	40	245	36
ENSMUSG00000085391.1	0	1	2	4	4	6	2	3
ENSMUSG00000085280.1	0	0	0	2	0	0	3	0
ENSMUSG00000087131.7	1	2	2	5	1	3	8	2
ENSMUSG00000102984.1	0	0	1	2	1	2	4	0
ENSMUSG00000102541.1	0	0	0	0	0	0	0	0
ENSMUSG00000103531.1	0	0	0	0	0	0	0	0
ENSMUSG00000048814.11	34	14	13	41	12	10	6	2
ENSMUSG00000026080.13	16	11	12	22	13	4	22	9
ENSMUSG00000103647.1	0	0	0	0	0	0	0	0
ENSMUSG00000102447.1	0	0	2	0	0	1	2	0
ENSMUSG00000067604.8	0	0	0	0	0	0	0	0
ENSMUSG00000026078.10	990	843	970	912	1233	1263	5626	1557
ENSMUSG00000103046.1	47	54	41	60	47	37	145	47
ENSMUSG00000104188.1	1	0	1	1	0	0	1	0
ENSMUSG00000103182.1	0	0	0	0	0	0	0	0
ENSMUSG00000098833.1	0	0	0	0	0	0	0	0
ENSMUSG00000026077.15	21	13	17	24	27	28	110	12
ENSMUSG00000092553.1	0	0	0	0	0	1	0	0
ENSMUSG00000092563.1	0	0	0	1	1	0	4	0
ENSMUSG00000073702.11	79	74	95	108	111	65	322	109
ENSMUSG00000003134.10	963	980	986	711	997	955	3546	1050
ENSMUSG00000102607.1	6	9	17	8	6	4	28	9
ENSMUSG00000065629.2	0	0	0	0	0	0	0	0
ENSMUSG00000104827.1	0	0	0	0	0	0	0	0
ENSMUSG00000003135.15	708	641	633	632	868	738	3197	973
ENSMUSG00000085894.1	21	12	21	29	39	32	123	33
ENSMUSG00000077704.1	13	13	12	22	7	13	58	14
ENSMUSG00000048234.13	119	123	131	134	194	248	972	230
ENSMUSG00000064936.1	2	5	5	5	8	5	37	13
ENSMUSG00000102471.1	0	0	1	0	1	1	1	1
ENSMUSG00000050967.5	3	2	2	3	1	0	4	0
ENSMUSG00000097083.1	0	0	0	0	0	0	5	0
ENSMUSG00000057173.8	4	1	6	2	20	5	58	18
ENSMUSG00000091937.3	11	12	13	5	5	7	9	10
ENSMUSG00000101634.6	2	1	2	1	1	0	5	1
ENSMUSG00000026074.15	6473	5927	6563	6354	11735	11427	45472	12383
ENSMUSG00000102985.1	1	1	1	2	9	3	25	7
ENSMUSG00000026073.13	9	13	7	18	12	12	78	14
ENSMUSG00000097899.2	1	6	2	4	3	4	7	1
ENSMUSG00000102975.1	11	15	9	13	13	8	38	9
ENSMUSG00000026072.12	979	1219	1127	1218	1168	977	3575	1043
ENSMUSG00000103560.1	72	60	105	94	80	45	179	56
ENSMUSG00000070942.8	144	118	141	149	236	214	785	295
ENSMUSG00000103230.1	4	6	4	6	3	4	5	3
ENSMUSG00000026069.15	23	18	15	25	13	8	52	13
ENSMUSG00000026070.15	9	12	9	17	3	5	18	5
ENSMUSG00000026068.11	8	14	11	15	13	15	55	12
ENSMUSG00000104441.1	0	0	0	0	0	0	0	0
ENSMUSG00000026065.8	0	0	1	0	1	2	8	5
ENSMUSG00000102676.1	2	4	1	7	0	1	4	0
ENSMUSG00000026062.12	28	19	14	21	4	8	28	11
ENSMUSG00000103679.1	0	0	0	2	0	0	0	0
ENSMUSG00000103270.1	2	2	0	1	3	1	17	2
ENSMUSG00000041945.12	32	26	34	23	60	50	237	50
ENSMUSG00000079588.3	1131	939	1158	1372	2241	1928	12420	2512
ENSMUSG00000094136.2	3	1	1	7	6	6	20	7
ENSMUSG00000104072.1	0	0	0	0	0	0	0	0
ENSMUSG00000100185.1	0	0	0	0	0	0	0	0
ENSMUSG00000100832.1	0	0	1	0	0	0	0	1
ENSMUSG00000100178.1	0	1	0	0	0	0	0	1
ENSMUSG00000101877.1	0	0	0	1	0	0	0	1
ENSMUSG00000053640.2	0	1	0	0	0	0	0	0
ENSMUSG00000101919.1	0	0	0	0	0	0	0	1
ENSMUSG00000101299.2	0	0	0	0	0	0	0	0
ENSMUSG00000100180.1	0	0	0	0	0	0	0	0
ENSMUSG00000103106.1	0	0	0	0	0	0	0	0
ENSMUSG00000060424.14	0	2	0	1	0	0	0	0
ENSMUSG00000104199.1	0	0	0	0	0	0	0	0
ENSMUSG00000045515.4	0	0	1	0	0	1	1	0
ENSMUSG00000093436.6	0	0	0	0	0	0	0	0
ENSMUSG00000097063.3	0	0	0	1	0	0	1	0
ENSMUSG00000099784.1	0	0	0	0	0	0	0	1
ENSMUSG00000060679.14	573	543	598	500	646	575	2447	686
ENSMUSG00000077448.1	1	3	2	3	1	1	9	0
ENSMUSG00000041907.9	2	1	8	8	10	9	35	3
ENSMUSG00000089088.1	0	0	0	0	0	0	0	0
ENSMUSG00000070939.9	1543	1580	1504	1284	1312	1256	5109	1309
ENSMUSG00000100269.1	2	1	1	5	2	1	5	5
ENSMUSG00000041878.3	14	12	11	14	11	6	25	12
ENSMUSG00000010290.7	570	512	533	573	526	430	1475	539
ENSMUSG00000008136.14	1437	1474	1422	2342	698	660	2560	783
ENSMUSG00000094497.1	0	0	0	0	0	0	0	0
ENSMUSG00000099576.1	2	1	2	1	3	1	1	3
ENSMUSG00000099694.1	0	0	0	0	0	0	0	0
ENSMUSG00000101923.1	0	0	0	0	0	0	0	0
ENSMUSG00000066877.11	873	1017	991	809	1140	1150	4909	1220
ENSMUSG00000103422.1	58	46	45	75	62	58	168	67
ENSMUSG00000103945.1	145	141	149	183	196	175	576	179
ENSMUSG00000026051.8	10	2	12	12	4	4	20	4
ENSMUSG00000100764.1	7	5	4	4	3	3	24	6
ENSMUSG00000100635.1	3	6	8	1	2	7	8	3
ENSMUSG00000100480.1	13	2	10	13	9	13	62	12
ENSMUSG00000057363.12	299	249	294	288	514	558	2277	570
ENSMUSG00000090243.1	10	9	1	7	12	7	29	13
ENSMUSG00000100701.1	1	0	0	0	0	0	2	1
ENSMUSG00000101395.1	0	1	0	0	0	0	0	0
ENSMUSG00000088848.1	0	0	0	0	0	0	0	0
ENSMUSG00000095757.1	0	0	0	0	0	0	0	0
ENSMUSG00000041763.14	2569	2514	2857	2926	5151	4751	18735	5603
ENSMUSG00000047343.4	39	44	67	48	109	127	485	107
ENSMUSG00000090106.1	0	1	0	0	2	3	9	2
ENSMUSG00000091844.2	32	34	90	35	95	114	285	60
ENSMUSG00000026049.11	95	113	167	146	293	296	1133	379
ENSMUSG00000101104.6	0	0	0	0	0	0	0	0
ENSMUSG00000026047.13	529	483	506	496	731	543	2165	820
ENSMUSG00000041684.11	397	374	401	374	483	393	1260	555
ENSMUSG00000026048.16	759	771	798	795	756	630	2799	741
ENSMUSG00000046828.3	0	1	0	0	0	0	0	0
ENSMUSG00000089703.1	1	0	0	1	0	0	4	2
ENSMUSG00000100966.1	0	0	0	0	0	0	0	1
ENSMUSG00000100769.1	1	0	2	0	0	0	2	1
ENSMUSG00000101567.1	1	3	4	3	4	10	20	6
ENSMUSG00000056870.9	1063	999	1123	1079	732	573	2263	829
ENSMUSG00000102319.1	258	181	197	156	152	75	204	87
ENSMUSG00000089877.1	17	13	11	10	11	13	13	10
ENSMUSG00000101701.1	16	6	13	16	14	8	21	5
ENSMUSG00000103071.1	3	3	1	2	5	0	0	2
ENSMUSG00000100434.1	0	2	0	0	1	0	0	1
ENSMUSG00000100013.1	0	0	2	0	0	0	0	0
ENSMUSG00000101251.1	0	1	0	0	0	0	0	0
ENSMUSG00000101937.1	0	2	0	0	2	0	2	0
ENSMUSG00000026043.18	1610	1835	1873	2441	3515	3560	20087	3440
ENSMUSG00000105211.1	0	0	0	0	0	0	0	0
ENSMUSG00000026042.16	2148	2001	2220	2044	7265	8104	41436	8432
ENSMUSG00000104476.1	81	49	58	72	86	71	307	101
ENSMUSG00000100218.1	0	0	0	0	0	0	0	0
ENSMUSG00000100361.1	0	0	0	0	0	1	0	1
ENSMUSG00000100894.1	0	1	0	0	0	0	1	1
ENSMUSG00000095121.1	0	0	0	0	0	0	0	0
ENSMUSG00000065255.1	0	0	0	0	0	0	0	0
ENSMUSG00000100843.1	0	0	0	0	0	0	0	0
ENSMUSG00000087764.1	0	0	0	0	0	0	0	0
ENSMUSG00000025995.16	688	617	676	777	1134	875	3248	1254
ENSMUSG00000099850.1	0	0	0	1	0	0	1	1
ENSMUSG00000084817.3	4	0	0	0	0	0	7	1
ENSMUSG00000098549.1	0	1	0	0	1	0	1	1
ENSMUSG00000099381.1	1	0	1	0	1	1	6	1
ENSMUSG00000025993.10	156	126	113	185	223	249	1291	287
ENSMUSG00000099946.1	0	0	0	0	0	0	0	0
ENSMUSG00000070896.2	0	0	0	0	0	0	0	0
ENSMUSG00000090682.4	0	0	0	0	0	0	0	0
ENSMUSG00000044457.8	0	0	0	0	0	0	0	0
ENSMUSG00000099432.1	0	0	0	0	0	0	0	1
ENSMUSG00000041144.12	22	17	36	61	12	6	28	13
ENSMUSG00000096047.1	0	0	0	0	0	0	0	0
ENSMUSG00000101262.1	1	0	1	1	4	3	11	3
ENSMUSG00000101337.6	4	5	7	8	7	1	4	3
ENSMUSG00000025986.6	2410	2327	2365	2161	3326	2268	8064	3224
ENSMUSG00000100213.1	54	37	46	49	40	30	123	38
ENSMUSG00000103129.1	0	0	0	0	0	0	3	0
ENSMUSG00000100160.1	1	0	1	0	0	0	0	0
ENSMUSG00000101921.1	0	0	0	0	0	0	0	0
ENSMUSG00000101447.1	0	0	0	1	0	0	0	0
ENSMUSG00000081185.1	1	0	0	0	0	0	0	0
ENSMUSG00000103246.1	0	0	0	0	0	0	0	0
ENSMUSG00000098876.1	0	0	0	0	0	0	0	0
ENSMUSG00000100530.1	0	0	0	0	0	0	0	0
ENSMUSG00000104067.1	0	0	0	0	0	0	0	0
ENSMUSG00000100033.1	2	4	2	6	7	5	33	6
ENSMUSG00000094968.1	0	0	0	0	0	0	0	0
ENSMUSG00000088017.1	0	0	0	0	0	0	0	0
ENSMUSG00000101996.1	0	0	0	0	0	0	0	0
ENSMUSG00000096973.1	1	1	1	0	1	1	3	2
ENSMUSG00000064943.1	0	0	0	0	0	0	0	0
ENSMUSG00000100866.1	0	0	0	0	0	0	0	0
ENSMUSG00000101721.1	0	0	0	0	0	0	0	1
ENSMUSG00000099376.1	0	0	0	0	0	0	0	0
ENSMUSG00000097883.1	0	0	1	0	1	0	0	0
ENSMUSG00000092790.1	0	0	0	0	0	0	0	0
ENSMUSG00000099698.1	0	0	0	0	0	0	0	0
ENSMUSG00000099454.1	0	0	0	0	0	0	0	0
ENSMUSG00000051616.14	0	0	0	0	0	0	0	0
ENSMUSG00000099627.1	0	0	0	0	0	0	1	0
ENSMUSG00000099577.1	0	0	0	0	0	0	0	0
ENSMUSG00000099882.1	0	0	0	0	0	0	0	0
ENSMUSG00000101760.1	0	0	0	0	0	0	0	0
ENSMUSG00000099608.1	0	0	0	0	1	0	0	0
ENSMUSG00000099864.1	0	0	0	0	0	0	0	0
ENSMUSG00000098249.1	0	0	0	0	0	0	0	0
ENSMUSG00000100451.1	0	0	0	0	0	0	0	0
ENSMUSG00000099941.1	0	0	0	0	0	0	0	0
ENSMUSG00000084531.1	0	0	0	0	0	0	0	1
ENSMUSG00000100816.1	0	0	0	0	0	1	0	0
ENSMUSG00000026109.14	44	36	34	37	12	21	81	19
ENSMUSG00000100671.1	0	0	0	0	0	0	0	0
ENSMUSG00000092906.1	0	0	0	0	0	0	0	0
ENSMUSG00000101242.1	0	1	0	3	3	1	2	1
ENSMUSG00000099924.1	2	1	5	1	2	2	4	2
ENSMUSG00000099625.1	2	4	2	2	0	0	1	0
ENSMUSG00000101799.1	0	3	4	3	4	2	11	3
ENSMUSG00000045954.7	38158	36321	38593	35436	27321	22148	81295	27723
ENSMUSG00000099741.1	8	2	14	2	5	9	29	7
ENSMUSG00000101702.1	5	6	6	7	5	3	20	5
ENSMUSG00000026107.11	886	891	1567	1087	935	791	3001	881
ENSMUSG00000099413.1	0	2	1	1	0	0	1	3
ENSMUSG00000103424.1	2	0	0	0	0	0	0	0
ENSMUSG00000101741.1	9	7	13	7	12	11	90	18
ENSMUSG00000018417.14	5937	5537	6482	6490	11424	9097	36135	10824
ENSMUSG00000101724.1	52	39	70	63	111	123	382	114
ENSMUSG00000100313.1	83	66	101	114	137	136	556	144
ENSMUSG00000100696.1	0	0	1	0	0	1	0	0
ENSMUSG00000099135.1	0	0	0	0	0	0	0	0
ENSMUSG00000072324.4	0	0	0	3	0	0	6	2
ENSMUSG00000062939.11	21	19	22	22	12	50	177	44
ENSMUSG00000101628.1	5	6	5	3	4	1	24	4
ENSMUSG00000078291.1	2	0	0	1	1	1	2	1
ENSMUSG00000109599.1	6	6	3	2	2	1	8	5
ENSMUSG00000026104.14	2011	1943	1878	2125	3011	1687	5957	2318
ENSMUSG00000099569.1	44	47	34	41	46	43	125	51
ENSMUSG00000026103.14	7685	7267	9055	7587	11175	9654	39098	10890
ENSMUSG00000099648.1	0	0	0	0	0	0	0	0
ENSMUSG00000065192.1	1	0	0	0	0	2	4	1
ENSMUSG00000002881.14	2115	2052	2065	2124	3472	3316	14004	3751
ENSMUSG00000097833.1	6	10	12	12	7	14	33	10
ENSMUSG00000101501.1	9	3	6	3	5	3	17	4
ENSMUSG00000100120.1	3	4	4	8	8	4	9	10
ENSMUSG00000099878.1	1	0	0	0	0	1	13	0
ENSMUSG00000100007.1	0	0	0	0	0	0	0	0
ENSMUSG00000043015.15	509	462	418	400	368	245	643	320
ENSMUSG00000103630.1	18	12	16	17	12	9	38	20
ENSMUSG00000041439.15	2994	3093	2798	2866	2921	2396	9445	2928
ENSMUSG00000100302.1	35	22	31	26	21	19	67	23
ENSMUSG00000100230.1	0	0	0	1	2	0	1	2
ENSMUSG00000026102.9	2912	2927	2847	2417	2320	1915	8602	2180
ENSMUSG00000041426.12	279	240	241	291	319	193	675	255
ENSMUSG00000089802.1	7	2	2	4	1	0	4	2
ENSMUSG00000043629.12	7	7	7	13	3	1	7	5
ENSMUSG00000026100.6	0	1	1	0	0	0	2	0
ENSMUSG00000089334.1	0	0	0	0	0	0	0	0
ENSMUSG00000060715.9	1	1	2	2	0	1	2	2
ENSMUSG00000026098.13	133	99	115	168	149	99	361	163
ENSMUSG00000100763.1	2	0	2	3	1	0	3	0
ENSMUSG00000026097.9	126	95	98	130	145	117	328	170
ENSMUSG00000100679.1	0	0	0	0	0	0	0	0
ENSMUSG00000026096.14	272	246	236	288	173	118	455	195
ENSMUSG00000099913.1	8	6	8	7	5	4	10	2
ENSMUSG00000101838.6	2	0	1	0	1	0	0	0
ENSMUSG00000026095.15	70	83	62	72	102	89	307	123
ENSMUSG00000117809.1	0	0	0	0	0	0	0	0
ENSMUSG00000100267.1	0	0	0	0	0	0	0	0
ENSMUSG00000099450.1	0	0	0	0	0	0	0	0
ENSMUSG00000100069.1	0	0	0	0	0	0	0	0
ENSMUSG00000096141.2	2	0	0	2	1	0	1	1
ENSMUSG00000092657.1	0	0	0	0	0	0	0	0
ENSMUSG00000026094.14	1903	2190	2655	2192	2864	2388	9477	2977
ENSMUSG00000102405.1	3	2	3	2	1	3	13	1
ENSMUSG00000042807.15	5278	6809	4282	4057	2846	3239	15054	2666
ENSMUSG00000098443.1	4	9	6	6	3	0	11	0
ENSMUSG00000087949.1	5	9	3	2	3	2	17	3
ENSMUSG00000102868.1	12	13	11	28	9	8	28	5
ENSMUSG00000094013.1	0	0	0	0	0	0	0	0
ENSMUSG00000025983.11	8	9	5	14	10	10	59	9
ENSMUSG00000041303.7	701	741	710	716	894	747	3012	941
ENSMUSG00000109809.1	1	0	1	0	0	0	0	0
ENSMUSG00000073678.4	453	387	421	461	383	247	968	354
ENSMUSG00000104136.1	8	6	17	11	2	4	24	7
ENSMUSG00000101130.1	0	0	0	0	0	1	0	0
ENSMUSG00000052331.14	1918	1961	2180	1910	1642	1409	6153	1476
ENSMUSG00000101674.6	60	74	58	54	70	54	177	36
ENSMUSG00000102503.1	87	74	85	87	76	88	337	92
ENSMUSG00000089245.1	1	2	2	5	2	3	9	1
ENSMUSG00000102642.1	178	152	147	157	120	85	345	94
ENSMUSG00000025982.13	15636	15082	17265	15742	19864	17392	74088	20804
ENSMUSG00000103030.1	35	29	32	16	22	23	111	25
ENSMUSG00000025981.13	1480	1479	2030	1699	1879	1458	6272	1854
ENSMUSG00000101122.1	119	116	237	143	114	85	416	77
ENSMUSG00000025980.14	814	761	1218	1062	1147	875	2641	1559
ENSMUSG00000073676.4	460	413	543	631	410	232	651	489
ENSMUSG00000100736.1	3	0	3	3	1	1	4	0
ENSMUSG00000089670.1	1	1	2	4	0	2	6	0
ENSMUSG00000025979.13	1354	1344	1408	1462	2029	1544	6153	2179
ENSMUSG00000061863.6	2	8	5	0	4	5	15	4
ENSMUSG00000025978.14	136	136	159	165	136	108	467	122
ENSMUSG00000097649.2	4	6	5	2	8	5	41	8
ENSMUSG00000046994.9	465	426	474	466	684	492	1656	722
ENSMUSG00000025977.15	6	6	4	2	9	5	32	10
ENSMUSG00000100215.1	6	5	5	8	2	9	26	4
ENSMUSG00000101945.1	0	0	0	0	0	0	3	0
ENSMUSG00000101085.1	0	0	0	0	0	1	0	0
ENSMUSG00000038349.10	398	377	372	387	419	422	1455	492
ENSMUSG00000102145.1	118	98	101	202	109	92	281	110
ENSMUSG00000100309.1	0	0	0	0	0	0	0	0
ENSMUSG00000102831.1	50	40	34	83	45	39	118	38
ENSMUSG00000099950.1	0	0	0	0	1	0	3	0
ENSMUSG00000102491.1	0	0	0	0	0	0	0	0
ENSMUSG00000100372.1	0	0	0	0	0	0	0	0
ENSMUSG00000100944.1	0	0	0	0	0	0	0	0
ENSMUSG00000101332.1	0	0	0	0	0	0	0	1
ENSMUSG00000045336.5	0	0	0	0	0	0	1	0
ENSMUSG00000038331.15	25	29	24	37	44	26	104	22
ENSMUSG00000087022.4	3	4	0	1	0	1	9	1
ENSMUSG00000104310.1	0	0	1	0	1	0	1	0
ENSMUSG00000094128.1	0	0	0	0	0	0	0	0
ENSMUSG00000099945.1	0	0	0	0	0	0	0	0
ENSMUSG00000101429.1	2	0	0	0	0	0	0	1
ENSMUSG00000101129.1	0	0	0	0	0	0	1	1
ENSMUSG00000097519.2	2	0	1	1	12	6	15	20
ENSMUSG00000038323.3	177	173	187	191	264	201	629	265
ENSMUSG00000048495.16	258	225	241	237	465	359	1405	472
ENSMUSG00000025971.6	278	260	246	268	324	268	1120	344
ENSMUSG00000077776.1	0	0	0	0	0	2	2	2
ENSMUSG00000088353.1	0	0	0	0	0	0	0	0
ENSMUSG00000101826.1	0	0	0	1	0	0	0	0
ENSMUSG00000102685.1	0	0	0	0	0	0	0	0
ENSMUSG00000101151.1	0	0	0	0	0	0	0	1
ENSMUSG00000038305.15	355	339	400	343	490	435	1723	502
ENSMUSG00000091283.1	4	6	6	6	6	6	12	6
ENSMUSG00000054770.16	728	707	649	584	742	592	2583	778
ENSMUSG00000026039.9	53	47	55	152	531	403	1126	625
ENSMUSG00000063558.4	607	516	587	998	361	305	1521	349
ENSMUSG00000064294.12	7	1	4	7	6	1	7	0
ENSMUSG00000089275.1	0	0	0	0	0	0	0	0
ENSMUSG00000038242.12	0	1	0	0	0	2	2	0
ENSMUSG00000089822.1	0	0	0	2	0	0	0	0
ENSMUSG00000079554.2	2	0	1	0	0	4	1	1
ENSMUSG00000103839.1	18	24	25	14	14	7	31	14
ENSMUSG00000051223.14	3484	3392	3730	3616	5890	5336	21221	6536
ENSMUSG00000026034.17	10136	9612	12101	9950	10837	8907	37826	9761
ENSMUSG00000026035.15	217	205	203	225	338	276	1042	387
ENSMUSG00000026036.17	280	304	311	323	430	377	1574	477
ENSMUSG00000026037.14	534	490	537	638	971	748	2823	1013
ENSMUSG00000094245.1	0	1	1	2	1	3	2	1
ENSMUSG00000085054.2	5	9	4	11	6	4	32	9
ENSMUSG00000038174.14	1234	1169	1328	1140	1202	1069	4196	1272
