ensgid	CRE_1_S1	CRE_2_S2	CRE_3_S3	CRE_4_S4	DKO_1_S5	DKO_2_S6	DKO_3_S7	DKO_4_S8
ENSMUSG00000048077.6	0	0	0	0	0	0	0	0
ENSMUSG00000048078.16	5	14	23	5	32	9	8	16
ENSMUSG00000048080.2	0	0	0	0	0	0	0	0
ENSMUSG00000048087.6	0	1	0	0	1	6	0	4
ENSMUSG00000048096.7	75	74	90	75	58	92	100	149
ENSMUSG00000048100.13	270	289	272	234	529	405	657	686
ENSMUSG00000048101.6	0	0	0	0	0	0	0	0
ENSMUSG00000048106.6	579	680	675	519	331	456	437	510
ENSMUSG00000048108.13	1	3	0	1	8	2	7	10
ENSMUSG00000048109.10	2268	2315	2430	1656	2251	2649	3029	3591
ENSMUSG00000048118.17	2284	2596	2514	2067	1748	1914	1969	2530
ENSMUSG00000048120.16	7775	7651	8873	6645	2452	4708	3756	4835
ENSMUSG00000048126.16	1512	2598	1636	1770	2897	3093	4583	4226
ENSMUSG00000048138.10	1	0	0	2	0	0	1	1
ENSMUSG00000048142.9	26	24	16	43	21	14	19	21
ENSMUSG00000048148.18	26	41	51	21	11	2	17	10
ENSMUSG00000048153.6	1	0	2	2	0	0	7	7
ENSMUSG00000048154.17	17676	18331	17284	14027	12213	15000	16718	18446
ENSMUSG00000048155.4	0	0	0	0	0	0	0	0
ENSMUSG00000048163.13	27	52	58	30	119	111	182	100
ENSMUSG00000048164.9	1	1	5	4	17	5	7	5
ENSMUSG00000048170.14	2614	2798	2994	2411	1914	2571	2550	3192
ENSMUSG00000048173.5	0	0	1	0	0	0	0	0
ENSMUSG00000048174.2	170	175	174	165	106	143	135	177
ENSMUSG00000048175.13	649	599	642	562	778	673	755	1026
ENSMUSG00000048185.5	0	0	0	0	4	4	0	0
ENSMUSG00000048186.14	550	523	639	462	294	387	406	634
ENSMUSG00000048188.6	3	2	4	8	2	5	5	3
ENSMUSG00000048191.15	244	310	288	182	160	223	266	351
ENSMUSG00000048197.4	0	0	0	0	0	0	0	0
ENSMUSG00000048200.12	1830	2024	1961	1668	1152	1182	1320	1867
ENSMUSG00000048206.6	5	5	6	0	0	3	7	3
ENSMUSG00000048215.14	0	0	0	0	0	0	0	0
ENSMUSG00000048216.13	5	4	2	6	8	13	27	19
ENSMUSG00000048217.11	1	2	0	0	0	2	4	4
ENSMUSG00000048218.6	2367	2474	2323	2318	1038	1379	1438	1935
ENSMUSG00000048222.3	421	487	538	446	330	358	334	474
ENSMUSG00000048226.5	0	0	0	0	0	0	0	0
ENSMUSG00000048230.6	0	0	0	2	1	0	0	0
ENSMUSG00000048231.14	0	0	0	0	0	0	0	0
ENSMUSG00000048232.12	693	690	797	614	340	371	365	418
ENSMUSG00000048234.13	157	167	157	147	369	325	391	385
ENSMUSG00000048236.8	0	0	2	0	0	0	0	0
ENSMUSG00000048240.14	24	27	41	28	21	10	18	6
ENSMUSG00000048249.14	3889	4840	5149	3462	2240	2264	2457	3239
ENSMUSG00000048251.15	12	2	5	10	7	13	13	5
ENSMUSG00000048261.6	0	0	0	0	0	0	0	0
ENSMUSG00000048264.16	2072	2425	2384	1855	1330	1506	1568	1800
ENSMUSG00000048271.14	2649	3157	3176	2481	2408	2429	3074	3561
ENSMUSG00000048277.15	1650	1564	1505	1229	1061	1391	1379	1674
ENSMUSG00000048279.19	1724	1700	1732	1255	6971	6882	9384	9194
ENSMUSG00000048280.18	591	699	754	603	451	479	575	699
ENSMUSG00000048281.9	0	0	0	1	0	1	0	0
ENSMUSG00000048284.4	10	18	21	11	0	3	29	16
ENSMUSG00000048285.9	5680	5477	6961	4624	3492	4423	4271	5911
ENSMUSG00000048292.3	16	26	22	11	53	28	62	62
ENSMUSG00000048294.4	0	0	0	0	0	0	0	0
ENSMUSG00000048299.8	0	0	0	0	0	0	0	0
ENSMUSG00000048304.8	0	0	0	0	0	0	0	0
ENSMUSG00000048307.8	2199	2295	2348	2003	2252	2342	2399	3180
ENSMUSG00000048310.8	683	730	858	637	667	621	726	961
ENSMUSG00000048312.7	0	0	0	0	0	0	0	0
ENSMUSG00000048316.3	0	0	0	0	0	0	0	0
ENSMUSG00000048327.6	62	64	75	44	605	1091	1048	1384
ENSMUSG00000048329.7	19	46	36	20	1	17	9	24
ENSMUSG00000048330.14	174	192	148	87	111	132	153	158
ENSMUSG00000048332.13	2736	2812	2497	2331	5322	4098	5776	6592
ENSMUSG00000048334.8	1	0	1	2	6	10	0	1
ENSMUSG00000048337.3	0	1	0	0	0	0	0	0
ENSMUSG00000048347.5	299	301	237	198	341	353	383	305
ENSMUSG00000048349.9	0	1	0	0	2	6	0	3
ENSMUSG00000048351.14	286	287	299	258	231	227	296	276
ENSMUSG00000048355.2	1	3	2	0	0	0	0	0
ENSMUSG00000048356.6	0	0	0	0	0	0	0	0
ENSMUSG00000048368.9	6	30	12	21	11	47	35	48
ENSMUSG00000048371.8	636	514	624	555	545	585	637	734
ENSMUSG00000048373.8	21	34	47	29	18	22	16	27
ENSMUSG00000048376.6	2352	2836	2392	2201	2689	2580	3128	4256
ENSMUSG00000048377.7	0	0	0	0	0	0	0	0
ENSMUSG00000048378.2	0	0	0	0	28	21	38	36
ENSMUSG00000048379.9	1887	2161	2077	1505	1702	1966	2329	2397
ENSMUSG00000048385.9	0	1	9	3	0	0	3	2
ENSMUSG00000048387.8	91	90	81	82	101	88	95	112
ENSMUSG00000048388.3	111	111	144	80	164	182	178	182
ENSMUSG00000048391.3	0	0	0	0	0	0	0	0
ENSMUSG00000048398.7	0	0	0	1	0	0	0	0
ENSMUSG00000048399.4	0	3	3	2	0	0	0	1
ENSMUSG00000048400.13	0	0	0	0	8	0	0	0
ENSMUSG00000048402.14	48	71	53	40	45	44	30	30
ENSMUSG00000048406.5	130	102	160	127	75	76	94	95
ENSMUSG00000048410.17	1703	2203	2428	1697	1477	1957	2311	2584
ENSMUSG00000048411.4	0	0	0	0	0	0	0	0
ENSMUSG00000048416.15	31	53	24	24	52	128	105	146
ENSMUSG00000048424.17	1	1	2	2	0	0	0	0
ENSMUSG00000048425.3	0	0	0	0	0	0	0	0
ENSMUSG00000048429.10	987	957	937	910	769	881	1004	1217
ENSMUSG00000048439.15	133	98	142	131	153	128	180	198
ENSMUSG00000048440.16	280	271	292	176	407	351	552	674
ENSMUSG00000048442.15	33	40	37	24	17	21	40	30
ENSMUSG00000048445.6	106	150	150	109	80	95	104	128
ENSMUSG00000048450.10	331	344	383	251	227	291	311	441
ENSMUSG00000048455.9	0	0	0	0	0	0	0	0
ENSMUSG00000048456.3	0	0	0	0	0	0	0	0
ENSMUSG00000048458.8	307	321	275	299	278	288	395	430
ENSMUSG00000048469.6	0	0	0	0	0	0	0	0
ENSMUSG00000048473.15	4	3	5	3	5	13	19	30
ENSMUSG00000048478.7	38	39	23	57	23	18	26	35
ENSMUSG00000048480.5	1	0	5	0	0	0	0	0
ENSMUSG00000048481.15	77	80	83	100	152	113	166	184
ENSMUSG00000048482.14	164	233	256	202	175	107	117	142
ENSMUSG00000048483.6	21	17	21	20	4	3	3	14
ENSMUSG00000048484.4	8	3	6	0	0	3	2	1
ENSMUSG00000048485.12	4	1	4	13	5	1	1	4
ENSMUSG00000048486.6	522	514	586	591	289	484	471	510
ENSMUSG00000048489.12	1281	1616	1253	858	2944	1378	2569	2397
ENSMUSG00000048490.14	2784	2528	2606	2155	3221	2655	3678	3530
ENSMUSG00000048495.16	125	149	190	105	181	199	258	282
ENSMUSG00000048497.11	74	75	78	81	82	62	106	123
ENSMUSG00000048498.7	10	15	17	9	10	15	12	17
ENSMUSG00000048500.2	0	0	0	0	0	0	0	0
ENSMUSG00000048501.3	0	0	0	0	0	0	0	0
ENSMUSG00000048502.14	1	0	3	0	4	0	2	1
ENSMUSG00000048503.7	143	153	121	103	233	287	391	416
ENSMUSG00000048516.2	0	0	0	0	0	0	0	0
ENSMUSG00000048520.16	16	7	8	1	20	16	8	16
ENSMUSG00000048521.8	25	37	41	19	1	31	22	36
ENSMUSG00000048528.7	0	0	0	0	0	0	0	0
ENSMUSG00000048534.7	3	1	6	1	63	29	45	18
ENSMUSG00000048537.16	5782	6178	6393	5171	3907	4486	4836	7141
ENSMUSG00000048538.7	8	1	1	1	10	3	5	8
ENSMUSG00000048540.8	0	0	0	0	0	0	0	0
ENSMUSG00000048546.8	2496	2275	2364	1938	1900	2128	2137	2785
ENSMUSG00000048550.17	163	164	176	161	151	118	137	209
ENSMUSG00000048559.5	0	0	0	0	0	0	0	0
ENSMUSG00000048562.7	0	0	0	0	0	0	0	0
ENSMUSG00000048572.5	2015	2274	2577	1914	7572	7042	9431	7115
ENSMUSG00000048573.9	0	0	0	0	0	0	7	0
ENSMUSG00000048574.9	0	0	0	0	3	2	4	9
ENSMUSG00000048578.11	4423	4680	5566	4194	3159	4496	4535	4802
ENSMUSG00000048581.12	80	83	96	73	66	74	64	77
ENSMUSG00000048582.7	0	0	0	0	0	0	0	0
ENSMUSG00000048583.16	9	11	1	15	0	0	3	28
ENSMUSG00000048592.9	9	4	4	6	7	12	12	5
ENSMUSG00000048600.7	3	4	3	2	1	4	8	15
ENSMUSG00000048602.9	1	2	0	0	2	2	2	0
ENSMUSG00000048603.8	4	12	16	6	4	5	12	14
ENSMUSG00000048612.16	3942	4725	4226	3779	3704	3997	5096	4970
ENSMUSG00000048616.4	27	18	15	8	16	11	18	22
ENSMUSG00000048617.16	16	5	17	5	11	7	14	12
ENSMUSG00000048620.6	1	0	1	0	0	0	0	0
ENSMUSG00000048621.3	12	29	51	27	62	90	138	90
ENSMUSG00000048626.5	0	0	0	0	0	0	0	0
ENSMUSG00000048628.5	0	0	0	0	0	0	0	0
ENSMUSG00000048636.7	195	384	297	198	150	280	420	381
ENSMUSG00000048643.5	0	0	0	0	0	0	0	0
ENSMUSG00000048644.8	26	37	46	10	120	66	124	127
ENSMUSG00000048647.9	21	9	21	21	12	24	10	33
ENSMUSG00000048652.12	0	0	3	0	0	0	3	4
ENSMUSG00000048655.17	0	1	3	9	0	7	0	4
ENSMUSG00000048661.14	1071	1163	1293	1005	1208	1174	1371	1722
ENSMUSG00000048668.16	256	226	295	200	337	419	481	645
ENSMUSG00000048677.9	486	597	614	420	485	483	701	772
ENSMUSG00000048686.4	0	0	0	0	0	0	0	0
ENSMUSG00000048693.5	0	0	0	0	0	0	0	0
ENSMUSG00000048696.11	1109	1256	992	884	1326	1456	1659	1689
ENSMUSG00000048697.4	0	0	0	0	0	0	0	0
ENSMUSG00000048699.4	0	0	0	0	0	0	0	0
ENSMUSG00000048701.13	2184	2385	2533	1882	1731	2109	2453	2675
ENSMUSG00000048703.9	0	0	0	0	0	0	0	0
ENSMUSG00000048706.3	1295	1215	1159	823	371	610	510	696
ENSMUSG00000048707.9	243	235	201	183	222	230	276	325
ENSMUSG00000048709.6	1	0	1	1	0	0	2	1
ENSMUSG00000048720.8	854	988	899	777	1170	966	1302	1518
ENSMUSG00000048721.2	2	4	4	0	0	0	6	6
ENSMUSG00000048728.15	48	37	37	41	9	28	11	25
ENSMUSG00000048731.15	19	17	15	25	16	23	25	35
ENSMUSG00000048732.5	1198	1238	1179	1000	746	1000	961	1147
ENSMUSG00000048745.3	0	0	0	0	0	0	0	0
ENSMUSG00000048747.14	0	1	0	4	0	0	2	0
ENSMUSG00000048752.7	0	1	4	0	0	0	0	3
ENSMUSG00000048755.9	315	342	310	253	365	369	363	502
ENSMUSG00000048756.11	4349	4997	6160	4324	2907	3389	3207	4196
ENSMUSG00000048758.14	2132	2080	2100	1911	3764	3954	4923	5906
ENSMUSG00000048763.11	115	123	108	95	85	117	128	155
ENSMUSG00000048764.16	0	0	0	0	0	0	0	0
ENSMUSG00000048766.6	0	0	0	0	0	0	0	0
ENSMUSG00000048772.15	7	31	5	5	11	6	13	16
ENSMUSG00000048775.10	0	0	0	0	0	0	0	0
ENSMUSG00000048776.8	39	36	34	46	27	50	38	53
ENSMUSG00000048779.5	58	78	49	73	182	135	224	126
ENSMUSG00000048782.15	0	7	4	15	0	5	4	3
ENSMUSG00000048787.13	1260	1393	1439	1003	2955	2720	4358	3678
ENSMUSG00000048794.14	47	54	78	34	21	21	47	39
ENSMUSG00000048796.7	494	572	585	487	413	432	500	579
ENSMUSG00000048799.8	2351	2589	2620	2079	2777	2639	3229	3665
ENSMUSG00000048806.4	9	6	7	9	36	29	74	28
ENSMUSG00000048807.2	1354	1175	1353	1099	1438	1191	1496	1792
ENSMUSG00000048810.2	0	0	0	0	0	0	0	0
ENSMUSG00000048814.11	3	10	12	1	0	1	1	9
ENSMUSG00000048824.7	0	0	0	2	2	3	3	0
ENSMUSG00000048826.7	13	18	20	17	7	10	7	7
ENSMUSG00000048827.12	98	117	90	65	65	106	82	108
ENSMUSG00000048830.3	0	0	0	0	0	0	0	0
ENSMUSG00000048832.9	730	835	739	635	1203	1044	1496	1731
ENSMUSG00000048833.9	2182	2137	2120	1879	1835	2063	2399	2722
ENSMUSG00000048834.16	0	3	2	0	0	0	4	2
ENSMUSG00000048852.13	268	315	326	189	30	125	56	56
ENSMUSG00000048856.9	195	166	173	127	150	103	171	226
ENSMUSG00000048865.16	71	67	87	36	150	128	244	96
ENSMUSG00000048874.15	3567	3976	4214	3351	3201	3271	3962	4560
ENSMUSG00000048875.3	0	0	0	0	0	0	0	0
ENSMUSG00000048878.6	1736	1641	1974	1591	1614	1379	1711	2250
ENSMUSG00000048895.13	44	80	105	54	105	110	156	223
ENSMUSG00000048897.15	3028	3061	2604	2121	2020	2522	2862	3453
ENSMUSG00000048899.8	2	0	0	0	3	0	2	1
ENSMUSG00000048904.5	0	0	0	0	0	0	0	0
ENSMUSG00000048905.5	2	5	0	4	0	0	0	0
ENSMUSG00000048911.15	424	348	326	405	447	572	803	807
ENSMUSG00000048915.12	106	131	115	130	252	166	256	280
ENSMUSG00000048916.7	3	12	4	4	3	15	9	9
ENSMUSG00000048919.5	0	0	0	0	0	0	1	0
ENSMUSG00000048920.8	983	978	1022	838	1140	1028	1085	1347
ENSMUSG00000048921.11	167	143	193	176	119	150	147	194
ENSMUSG00000048922.18	40	46	40	14	565	931	946	1220
ENSMUSG00000048924.14	249	230	213	236	176	137	240	285
ENSMUSG00000048930.12	928	1011	900	742	729	830	842	1036
ENSMUSG00000048933.8	0	0	0	0	0	0	0	0
ENSMUSG00000048938.12	0	2	5	3	0	0	0	0
ENSMUSG00000048939.13	0	2	0	2	0	0	0	1
ENSMUSG00000048949.8	12	9	8	6	18	23	8	18
ENSMUSG00000048960.13	16410	18654	17969	14372	17042	18221	24537	19842
ENSMUSG00000048965.9	105	79	106	75	70	67	66	64
ENSMUSG00000048967.16	13	16	3	15	24	7	24	19
ENSMUSG00000048970.9	599	625	595	521	471	508	640	629
ENSMUSG00000048978.14	0	0	0	0	0	0	0	0
ENSMUSG00000048981.1	0	0	0	0	0	0	0	0
ENSMUSG00000048982.3	9	21	22	8	4	5	13	13
ENSMUSG00000048988.8	115	109	130	109	58	54	61	73
ENSMUSG00000048992.9	0	0	0	0	0	0	0	0
ENSMUSG00000048994.2	0	0	0	0	0	0	0	4
ENSMUSG00000048996.6	0	1	5	0	3	1	3	3
ENSMUSG00000048997.17	155	137	186	156	194	192	261	290
ENSMUSG00000049001.5	4016	4068	3286	2567	685	1388	1081	806
ENSMUSG00000049008.4	0	0	0	0	0	0	1	0
ENSMUSG00000049010.6	0	0	0	0	0	0	0	0
ENSMUSG00000049011.2	1	0	0	0	0	0	0	0
ENSMUSG00000049013.3	144	188	129	115	80	96	96	126
ENSMUSG00000049015.3	0	0	0	0	0	0	0	0
ENSMUSG00000049018.8	0	0	0	0	0	0	0	1
ENSMUSG00000049028.8	0	0	0	0	0	11	0	0
ENSMUSG00000049036.7	0	1	0	0	5	2	6	1
ENSMUSG00000049037.8	14	14	22	1	14	40	56	39
ENSMUSG00000049038.3	76	81	72	51	62	71	84	117
ENSMUSG00000049041.6	0	0	0	0	0	0	0	0
ENSMUSG00000049044.16	1281	1381	1443	913	1462	1033	1707	1825
ENSMUSG00000049047.11	453	480	406	343	874	649	1125	1224
ENSMUSG00000049052.4	0	0	0	0	0	0	0	0
ENSMUSG00000049057.4	0	0	0	0	0	1	0	0
ENSMUSG00000049062.3	0	0	0	0	0	0	0	0
ENSMUSG00000049073.7	0	0	0	0	0	0	0	0
ENSMUSG00000049076.12	9465	10083	11095	8778	5608	6580	6746	8540
ENSMUSG00000049086.8	12	15	12	9	8	16	13	13
ENSMUSG00000049090.3	803	901	1033	757	907	902	917	1245
ENSMUSG00000049091.6	289	293	363	249	332	430	389	493
ENSMUSG00000049092.11	48	99	109	63	211	82	150	159
ENSMUSG00000049093.9	0	0	0	0	0	1	2	0
ENSMUSG00000049094.7	0	0	0	0	0	0	0	0
ENSMUSG00000049097.9	11	20	7	16	35	14	31	23
ENSMUSG00000049098.4	0	0	0	0	0	0	0	0
ENSMUSG00000049100.15	11	7	4	8	11	0	24	34
ENSMUSG00000049103.14	25	26	27	22	79	88	248	59
ENSMUSG00000049106.7	1845	1768	1993	1528	1534	1621	1927	2508
ENSMUSG00000049107.13	6	18	20	13	24	4	9	6
ENSMUSG00000049109.15	2	4	4	7	5	0	3	1
ENSMUSG00000049112.9	0	1	0	2	80	65	99	146
ENSMUSG00000049115.15	34	40	16	24	21	21	25	58
ENSMUSG00000049119.14	34	36	26	30	29	19	33	34
ENSMUSG00000049122.17	16	17	21	20	11	15	7	10
ENSMUSG00000049123.10	0	0	0	0	0	0	0	0
ENSMUSG00000049124.4	34	46	28	38	89	69	88	94
ENSMUSG00000049128.7	0	3	8	7	4	3	2	9
ENSMUSG00000049130.6	47	29	52	52	83	112	248	132
ENSMUSG00000049133.7	0	0	0	0	0	0	0	0
ENSMUSG00000049134.15	16	15	13	0	44	13	12	14
ENSMUSG00000049148.8	20	37	21	14	22	4	14	15
ENSMUSG00000049149.9	1	0	0	0	0	0	0	0
ENSMUSG00000049152.11	0	0	0	0	0	0	0	0
ENSMUSG00000049154.12	16	21	27	13	7	7	13	9
ENSMUSG00000049160.15	2	3	1	0	0	6	0	0
ENSMUSG00000049164.7	1466	1599	1692	1223	1025	1166	1327	1489
ENSMUSG00000049168.9	0	0	0	0	0	0	0	0
ENSMUSG00000049173.8	9	18	23	25	23	25	86	58
ENSMUSG00000049176.16	0	0	0	4	0	0	0	0
ENSMUSG00000049184.6	204	220	200	144	167	211	325	403
ENSMUSG00000049191.12	237	297	225	221	205	215	309	387
ENSMUSG00000049202.5	0	0	0	0	0	0	5	1
ENSMUSG00000049214.13	0	0	0	0	0	0	0	0
ENSMUSG00000049217.4	0	0	0	0	0	0	0	0
ENSMUSG00000049225.14	397	560	442	492	992	844	834	973
ENSMUSG00000049229.5	0	0	0	0	0	0	0	0
ENSMUSG00000049230.8	52	45	59	49	80	80	117	123
ENSMUSG00000049231.6	0	2	0	0	0	0	0	1
ENSMUSG00000049232.3	386	371	350	329	465	407	458	610
ENSMUSG00000049233.7	2	1	0	2	2	3	1	4
ENSMUSG00000049235.8	1	0	1	5	84	59	93	77
ENSMUSG00000049241.5	0	6	1	0	9	0	3	8
ENSMUSG00000049246.5	7	15	9	7	16	4	15	10
ENSMUSG00000049249.2	1	11	0	6	1	4	5	8
ENSMUSG00000049252.17	0	0	0	0	0	0	0	0
ENSMUSG00000049265.7	50	83	63	44	236	118	176	239
ENSMUSG00000049280.4	0	0	0	0	0	0	0	0
ENSMUSG00000049281.16	7241	7904	8093	6123	2984	3946	3970	4081
ENSMUSG00000049285.4	49	46	60	46	54	63	73	88
ENSMUSG00000049287.5	152	212	142	146	255	251	237	300
ENSMUSG00000049288.4	1380	1472	1280	1181	1901	1881	2480	2568
ENSMUSG00000049291.6	0	2	0	2	0	0	0	0
ENSMUSG00000049295.17	1030	1112	1087	944	693	695	829	1019
ENSMUSG00000049299.14	230	227	239	178	349	395	396	575
ENSMUSG00000049300.11	239	211	285	205	173	176	249	259
ENSMUSG00000049303.10	7	7	8	6	39	38	58	34
ENSMUSG00000049305.6	795	823	838	648	679	690	781	1188
ENSMUSG00000049307.6	60	53	38	42	89	92	121	130
ENSMUSG00000049313.8	1286	1587	1570	1215	679	1014	852	883
ENSMUSG00000049314.11	0	0	0	0	0	0	0	0
ENSMUSG00000049315.4	0	0	0	0	0	0	0	0
ENSMUSG00000049321.17	152	142	144	96	51	64	100	118
ENSMUSG00000049323.8	2763	2470	2772	2076	1947	2139	2812	3150
ENSMUSG00000049327.17	790	720	740	591	870	1402	1472	1543
ENSMUSG00000049334.3	0	0	0	0	0	0	0	0
ENSMUSG00000049336.16	1	1	11	19	0	0	0	4
ENSMUSG00000049339.16	1583	1667	1775	1445	1738	1699	1933	2300
ENSMUSG00000049349.3	0	0	0	0	0	0	0	2
ENSMUSG00000049350.6	3	2	7	0	4	0	2	4
ENSMUSG00000049353.17	98	132	109	131	36	64	43	45
ENSMUSG00000049354.8	4988	5117	5034	4598	4589	5091	5522	6128
ENSMUSG00000049357.11	39	49	52	34	35	55	72	77
ENSMUSG00000049362.6	5	18	3	11	0	2	3	16
ENSMUSG00000049372.11	0	0	0	0	0	0	0	0
ENSMUSG00000049382.10	606	851	777	648	370	506	564	621
ENSMUSG00000049387.10	0	1	0	0	0	0	0	0
ENSMUSG00000049396.6	2	0	3	4	14	8	25	26
ENSMUSG00000049401.10	1181	1215	1150	888	1299	1358	1416	1783
ENSMUSG00000049404.7	83	126	94	88	25	45	18	33
ENSMUSG00000049409.9	40	26	27	36	44	13	55	76
ENSMUSG00000049410.8	0	0	0	0	0	0	0	0
ENSMUSG00000049411.15	497	573	596	499	428	423	420	619
ENSMUSG00000049414.7	7	4	11	7	11	1	7	11
ENSMUSG00000049420.9	6	26	16	13	19	28	26	27
ENSMUSG00000049421.13	1585	1574	1693	1136	1845	1705	2088	2672
ENSMUSG00000049422.7	60	49	55	40	37	31	42	48
ENSMUSG00000049427.2	1	4	4	2	0	0	2	0
ENSMUSG00000049436.5	117	217	163	163	90	82	81	85
ENSMUSG00000049439.13	1110	1212	1091	1001	1170	1389	1488	1629
ENSMUSG00000049456.3	0	0	0	0	0	0	1	0
ENSMUSG00000049460.7	0	0	0	0	0	0	0	0
ENSMUSG00000049470.13	9169	9720	10207	7501	10653	9780	11725	13150
ENSMUSG00000049476.12	3	2	0	0	0	0	9	0
ENSMUSG00000049477.5	0	1	1	8	5	3	5	3
ENSMUSG00000049482.16	388	406	359	352	345	431	488	544
ENSMUSG00000049488.14	417	444	343	333	477	390	586	688
ENSMUSG00000049489.5	220	165	230	156	183	213	229	268
ENSMUSG00000049491.15	0	0	3	10	0	1	0	0
ENSMUSG00000049493.13	203	339	307	229	58	124	111	118
ENSMUSG00000049498.5	0	0	0	0	0	0	0	0
ENSMUSG00000049502.17	2759	2740	3156	2066	2044	2317	2471	2728
ENSMUSG00000049504.12	980	1085	1087	889	1259	834	1345	1731
ENSMUSG00000049506.7	0	0	0	1	0	0	0	0
ENSMUSG00000049511.5	8	6	9	12	11	19	14	9
ENSMUSG00000049515.12	14	12	25	15	13	8	26	29
ENSMUSG00000049516.9	1776	1788	1857	1489	1589	1771	1801	2233
ENSMUSG00000049517.8	2713	3035	2621	2759	4093	4260	6158	6914
ENSMUSG00000049521.2	9130	8716	8781	7465	6552	6569	7102	9196
ENSMUSG00000049526.8	0	1	7	0	3	0	2	4
ENSMUSG00000049528.7	0	0	0	0	0	0	0	0
ENSMUSG00000049530.6	0	5	0	9	0	0	0	0
ENSMUSG00000049532.11	814	785	861	684	1203	941	1257	1342
ENSMUSG00000049536.5	177	174	182	102	73	153	83	136
ENSMUSG00000049537.10	9	9	5	14	3	5	9	3
ENSMUSG00000049538.14	2	0	0	2	0	0	9	1
ENSMUSG00000049539.3	40	47	32	38	811	866	1132	1655
ENSMUSG00000049548.9	0	0	1	0	0	3	0	0
ENSMUSG00000049550.17	5351	6426	6352	4886	7047	6460	6868	8721
ENSMUSG00000049551.2	8	3	19	14	6	6	17	38
ENSMUSG00000049553.11	1113	992	1053	891	1429	1965	1891	2090
ENSMUSG00000049555.10	70	62	68	83	11	28	20	20
ENSMUSG00000049556.5	24	25	24	12	15	8	19	20
ENSMUSG00000049560.4	0	0	2	0	0	0	0	0
ENSMUSG00000049561.9	0	0	0	0	0	0	0	0
ENSMUSG00000049562.6	288	298	290	209	232	264	307	381
ENSMUSG00000049565.16	0	0	0	0	6	0	2	1
ENSMUSG00000049571.18	83	158	137	95	67	51	95	118
ENSMUSG00000049573.3	0	0	0	0	0	0	0	0
ENSMUSG00000049576.6	1	7	4	4	8	6	6	12
ENSMUSG00000049577.15	1620	1438	1438	1224	1275	1128	1385	2164
ENSMUSG00000049580.12	110	77	73	67	163	174	177	218
ENSMUSG00000049583.15	0	2	0	0	0	0	0	2
ENSMUSG00000049588.13	12	14	15	18	4	28	33	36
ENSMUSG00000049593.8	0	0	0	0	0	0	0	0
ENSMUSG00000049598.9	1	6	1	0	51	16	25	55
ENSMUSG00000049600.8	392	411	368	276	464	509	482	587
ENSMUSG00000049604.3	0	0	0	0	0	0	0	0
ENSMUSG00000049605.3	0	0	0	0	0	0	1	0
ENSMUSG00000049606.16	3270	4024	4074	2739	3321	3355	4100	4702
ENSMUSG00000049608.8	4	1	5	8	14	12	20	19
ENSMUSG00000049612.10	108	179	126	133	157	126	170	144
ENSMUSG00000049618.6	0	0	0	0	0	0	1	0
ENSMUSG00000049620.9	0	0	0	0	7	0	0	0
ENSMUSG00000049624.14	356	360	380	286	591	351	565	675
ENSMUSG00000049625.6	6	12	10	0	40	47	51	31
ENSMUSG00000049630.6	7	1	5	0	78	24	74	38
ENSMUSG00000049641.15	0	0	0	0	0	4	0	0
ENSMUSG00000049643.15	367	403	389	275	268	359	500	467
ENSMUSG00000049648.4	0	0	0	0	0	0	0	0
ENSMUSG00000049649.8	17	18	33	12	27	34	52	49
ENSMUSG00000049653.5	3	2	8	0	0	0	2	1
ENSMUSG00000049657.9	420	433	473	318	613	532	557	852
ENSMUSG00000049658.13	2951	3481	3502	2602	2764	3741	4024	4350
ENSMUSG00000049659.15	2639	2748	3054	2162	1993	2118	2611	2738
ENSMUSG00000049670.9	67	44	50	24	80	84	105	138
ENSMUSG00000049672.15	737	761	877	607	663	749	801	991
ENSMUSG00000049674.7	0	0	0	0	0	0	0	0
ENSMUSG00000049676.14	57	91	79	63	128	40	172	190
ENSMUSG00000049680.17	1531	1369	1401	1140	1020	1151	1232	1538
ENSMUSG00000049685.8	0	3	4	0	0	1	1	0
ENSMUSG00000049686.14	901	920	726	753	1436	1241	1781	2065
ENSMUSG00000049687.5	18	14	7	8	11	25	31	44
ENSMUSG00000049690.15	15213	15629	15213	11508	3897	6465	4823	4407
ENSMUSG00000049691.8	0	0	0	0	0	0	0	0
ENSMUSG00000049692.7	1	0	1	0	0	1	3	2
ENSMUSG00000049694.13	0	0	0	0	0	0	0	0
ENSMUSG00000049699.4	2	1	0	0	0	0	1	1
ENSMUSG00000049708.9	0	0	0	0	0	0	0	0
ENSMUSG00000049709.4	2	4	2	0	5	8	9	5
ENSMUSG00000049717.9	295	308	299	274	367	343	407	491
ENSMUSG00000049719.14	0	0	0	0	0	0	0	0
ENSMUSG00000049721.14	26	24	28	53	11	17	27	48
ENSMUSG00000049723.14	4	4	7	1	24	87	210	45
ENSMUSG00000049728.14	383	389	363	286	404	417	556	649
ENSMUSG00000049734.9	0	0	0	0	0	0	0	0
ENSMUSG00000049737.2	0	0	0	0	0	0	0	0
ENSMUSG00000049739.10	3269	3654	3400	2548	2148	2388	2597	3093
ENSMUSG00000049740.2	0	4	4	10	0	0	0	2
ENSMUSG00000049741.4	37	30	37	31	25	56	50	118
ENSMUSG00000049744.15	12	42	34	15	45	38	72	59
